																					Class	L	R	B	B	B
3289	2.873	759.17517	Unknown	[M+FA-H]-	adduct linked to 2556_[M-H2O-H]-; adduct linked to 3759_[M+FA-H]-	0.8	False	null	null	null	null		null	null	null	null	null	33.78	Blank_01_180104225037	759.17517:80361 760.17852:30177 761.18188:0		0	51810	69486	80361	73141
3290	1.741	759.276	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	13.53	20180104_RG_01R	759.276:178482 760.27935:95652 761.28271:54323		0	178482	0	0	0
3291	1.307	759.30707	Unknown	[M+FA-H]-	adduct linked to 2558_[M-H2O-H]-	0.2	True	null	null	null	null		null	null	null	null	null	11.24	20180104_RG_01R	759.30707:149116 760.31042:135070 761.31378:43636	60.17545:1333 62.82126:1351 68.7569:1438 85.52931:2068 89.02365:1751 97.78087:1405 107.65163:1525 124.09603:1571 166.96875:1714 197.14238:1600 217.15935:2264 224.84657:1574 279.63211:1711 322.84991:1716 531.23572:1791 691.31146:1960 713.30682:3095	0	149116	0	0	0
3292	3.18	759.31433	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.59	20180104_RG_01R	759.31433:11841 760.31768:9264 761.32104:0		0	11841	0	0	0
3293	4.464	759.41119	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.47	20180104_RG_01L	759.41119:33599 760.41454:35453 761.4179:32384		33599	0	0	0	0
3294	2.236	759.44379	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.14	20180104_RG_01L	759.44379:17136 760.44714:3212 761.4505:1551		17136	1696	1144	950	2062
3295	6.259	759.47534	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	4.3	Blank_01_180104225037	759.47534:32930 760.47869:22616 761.48205:18789		0	0	0	32930	26547
3296	4.833	759.50848	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	54.27	20180104_RG_01R	759.50848:622892 760.51183:1026053 761.51519:320859	60.85826:1367 65.77736:1291 68.84135:1554 75.53358:1321 83.11385:1390 85.51956:2563 100.85537:1971 192.41354:1741 233.19147:16056 279.23773:2293 306.43924:1770 379.24643:21116 426.4147:1910 611.00549:1707	12295	622892	2222	0	0
3297	6.449	759.61865	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	9.82	20180104_RG_01L	759.61865:19439 760.622:18174 761.62536:0		19439	13590	5500	2570	777
3298	0.591	760.09833	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	73.86	20180104_RG_01L	760.09833:94420 761.10168:115151 762.10504:45329		94420	19406	0	0	0
3299	3.262	760.26093	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	821.25	20180104_RG_01R	760.26093:41063 761.26428:17464 762.26764:0		1086	41063	0	0	883
3300	2.209	760.36035	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1489.06	20180104_RG_01R	760.36035:74453 761.3637:133416 762.36706:32775		0	74453	0	0	0
3301	3.18	760.37787	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.07	20180104_RG_01R	760.37787:17218 761.38122:6213 762.38458:0		0	17218	0	0	0
3302	5.775	760.47882	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.69	20180104_RG_01L	760.47882:35288 761.48217:0 762.48553:0		35288	2714	344	0	0
3303	6.121	760.55261	Unknown	[M+FA-H]-	adduct linked to 2791_[M-H]-	0.6	False	null	null	null	null		null	null	null	null	null	29.27	Blank_01_180104205754	760.55261:85434 761.55596:48329 762.55932:34179		0	0	85434	38354	59691
3304	0.442	760.75146	Unknown	[M-H]-	adduct linked to 3777_[M+FA-H]-	0.2	True	null	null	null	null		null	null	null	null	null	129.27	20180104_RG_01R	760.75146:807298 761.75481:993862 762.75817:2365824	54.43834:1314 56.86068:1302 89.02365:1655 94.58602:1422 112.53968:1608 112.98495:1820 115.2514:1309 116.60593:1541 116.62982:1576 116.71948:1677 126.27629:1483 131.04584:5473 157.4608:1634 170.44615:1528 191.05623:2679 192.42619:1622 227.48576:1593 341.11081:14021 371.8894:1725 384.93091:1574	6030	807298	0	137	90
3305	6.765	761.00287	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	5.19	20180104_RG_01L	761.00287:43151 762.00622:0 763.00958:65512		43151	24035	34481	21450	22709
3306	2.821	761.17993	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	6.28	Blank_01_180105013944	761.17993:23960 762.18328:0 763.18664:18867		791	2927	12716	1200	23960
3307	0.794	761.18872	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	11.19	20180104_RG_01R	761.18872:60967 762.19207:38440 763.19543:14943		0	60967	0	755	1296
3308	3.497	761.32574	Unknown	[M-H]-	adduct linked to 3780_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	2.49	20180104_RG_01R	761.32574:18939 762.32909:5684 763.33245:0		0	18939	0	0	0
3309	1.874	761.32648	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	179.73	20180104_RG_01R	761.32648:2514212 762.32983:1572569 763.33319:601586	56.31435:1368 56.95475:1451 59.01288:36421 67.30441:1502 71.0127:28989 73.02826:12218 79.64739:1370 83.01331:2316 85.02879:3851 85.53082:1598 87.00761:3673 89.02364:33086 91.99556:3912 101.02369:37050 113.0235:22467 119.03436:14267 131.03432:17894 143.03548:8871 159.03189:1518 161.04623:31718 179.05692:15211 182.74039:1604 192.43886:1978 203.05675:2784 207.75613:1534 221.0661:36245 263.07941:8883 304.1319:1522 356.60779:1902 511.40146:1834 615.29736:3359 717.33942:87742 718.33917:2783	0	2514212	0	1726	0
3310	1.946	761.36456	Unknown	[M-H]-	found in higher mz's MsMs_3765	0.2	True	null	null	null	null		null	null	null	null	null	33.48	20180104_RG_01R	761.36456:418704 762.36791:459293 763.37127:360175	59.01292:11317 59.4084:1279 68.45612:1281 71.01321:3209 73.02832:2212 82.55247:1668 85.02879:1792 85.53457:1929 89.02365:2809 91.99472:6601 101.02383:11778 103.36374:1418 106.21669:1660 113.02483:3166 122.82211:1728 143.33942:1649 161.04456:1799 192.44392:1999 249.18463:3200 379.32605:1836 450.60153:1750 557.30371:3287 722.87158:2058 727.63318:1826 761.36774:37696	0	418704	0	822	0
3311	5.607	761.4986	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.17	20180104_RG_01L	761.4986:18549 762.50195:0 763.50531:7923		18549	9886	0	6253	4076
3312	6.556	761.51904	Unknown	[M+FA-H]-	adduct linked to 2577_[M-H2O-H]-	0.2	False	null	null	null	null		null	null	null	null	null	21.79	20180104_RG_01R	761.51904:122226 762.52239:116658 763.52575:25314		2034	122226	0	0	0
3313	1.217	762.19012	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.69	20180104_RG_01R	762.19012:13441 763.19347:0 764.19683:0		984	13441	0	1181	830
3314	3.586	762.27673	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4160.48	20180104_RG_01R	762.27673:208024 763.28008:121746 764.28344:66852		0	208024	0	0	0
3315	3.686	762.27728	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	856.28	20180104_RG_01R	762.27728:42814 763.28063:43051 764.28399:0		0	42814	0	0	0
3316	0.686	762.34052	Unknown	[M+FA-H]-	adduct linked to 2812_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	532.73	20180104_RG_01R	762.34052:26637 763.34387:25362 764.34723:6849		0	26637	0	0	0
3317	1.533	762.34283	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	354.41	20180104_RG_01R	762.34283:17720 763.34618:41437 764.34954:26340		0	17720	0	0	0
3318	5.74	762.49677	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.91	20180104_RG_01R	762.49677:18052 763.50012:6725 764.50348:44652		4363	18052	1100	73829	0
3319	5.845	762.50897	Unknown	[M-H]-	found in higher mz's MsMs_3926; found in higher mz's MsMs_3824; adduct linked to 3130_[M-H2O-H]-	0.6	False	null	null	null	null		null	null	null	null	null	784.35	Blank_01_180104225037	762.50897:180566 763.51232:107340 764.51568:101104		4510	17512	1745	180566	112840
3320	6.116	762.50964	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	29.15	Blank_01_180105013944	762.50964:52095 763.51299:58099 764.51635:12474		0	1514	5548	52900	52095
3321	6.762	762.54974	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	14.71	Blank_01_180105013944	762.54974:18042 763.55309:0 764.55645:0		0	3972	0	6053	18042
3322	6.292	762.60046	Unknown	[M-H]-		0.6	False	null	null	null	null		null	null	null	null	null	27.23	Blank_01_180104225037	762.60046:54576 763.60381:70272 764.60717:112186		9197	14014	20572	54576	42562
3323	1.019	762.98175	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.1	20180104_RG_01R	762.98175:19612 763.9851:16887 764.98846:0		2091	19612	0	0	0
3324	6.173	763.02185	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.11	Blank_01_180105013944	763.02185:35120 764.0252:0 765.02856:55501		19419	26644	19801	22739	35120
3325	5.784	763.10583	Unknown	[M-H]-		0.6	False	null	null	null	null		null	null	null	null	null	9	Blank_01_180104205754	763.10583:19125 764.10918:15990 765.11254:8103		1481	0	19125	14293	18944
3326	0.82	763.15723	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	19.58	20180104_RG_01R	763.15723:54428 764.16058:33920 765.16394:15549		554	54428	471	263	647
3327	2.876	763.21649	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	13.29	Blank_01_180104205754	763.21649:26558 764.21984:0 765.2232:15859		0	6292	26558	5849	23345
3328	0.597	763.24548	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	23.3	20180104_RG_01L	763.24548:42957 764.24883:36383 765.25219:12472		42957	5430	533	587	134
3329	1.556	763.3067	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.56	20180104_RG_01R	763.3067:13367 764.31005:9590 765.31341:4954		0	13367	0	0	0
3330	6.054	763.50562	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	34.9	Blank_01_180104225037	763.50562:32083 764.50897:19523 765.51233:15192		0	1541	1246	32083	26355
3331	6.397	763.60126	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.77	20180104_RG_01R	763.60126:13709 764.60461:93426 765.60797:137066		1693	13709	2400	21152	14883
3332	6.867	763.60303	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.82	20180104_RG_01L	763.60303:14276 764.60638:61873 765.60974:101427		14276	1632	1291	3950	1478
3333	1.462	764.26715	Unknown	[M-H]-	similar chromatogram in higher mz_4191; similar chromatogram in higher mz_3646	0.2	False	null	null	null	null		null	null	null	null	null	9.49	20180104_RG_01R	764.26715:77849 765.2705:116370 766.27386:41458		738	77849	0	0	0
3334	4.073	764.28674	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1665.22	20180104_RG_01L	764.28674:83261 765.29009:96318 766.29345:38688		83261	0	240	0	0
3335	4.837	764.47339	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.66	20180104_RG_01L	764.47339:17257 765.47674:24333 766.4801:0		17257	0	0	0	447
3336	6.547	764.50665	Unknown	[M-H]-	adduct linked to 3808_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	2.65	20180104_RG_01R	764.50665:22865 765.51:47784 766.51336:3197113		0	22865	0	0	1909
3337	5.729	764.50781	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.53	20180104_RG_01R	764.50781:39107 765.51116:37532 766.51452:39777		60011	39107	12631	21088	2177
3338	6.134	764.508	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	12.25	20180104_RG_01R	764.508:105620 765.51135:83072 766.51471:62832		7537	105620	2394	5219	2394
3339	6.803	764.50922	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	5.19	20180104_RG_01L	764.50922:33224 765.51257:30181 766.51593:0		33224	0	1249	13690	0
3340	5.569	764.5224	Unknown	[M-H]-	found in higher mz's MsMs_3946; found in higher mz's MsMs_3842	0.8	True	null	null	null	null		null	null	null	null	null	40.18	20180104_RG_01L	764.5224:465836 765.52575:317387 766.52911:105550	120.63725:1766 165.77991:1629 168.04431:2843 192.44899:2938 212.50609:1448 230.60608:1630 277.21674:63859 278.30612:1738 279.23282:70495 444.22778:1772 764.52887:29769	465836	3779	69754	216121	28722
3341	6.238	764.52435	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.77	20180104_RG_01L	764.52435:22867 765.5277:27420 766.53106:5362		22867	831	1565	4485	3707
3342	6.037	764.61035	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.95	Blank_01_180105013944	764.61035:60823 765.6137:48310 766.61706:12812		0	0	3346	27659	60823
3343	6.411	764.61194	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	27.14	Blank_01_180104225037	764.61194:99749 765.61529:109346 766.61865:40239		1287	86465	14199	99749	57786
3344	6.529	764.61401	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.41	Blank_01_180104205754	764.61401:19356 765.61736:9434 766.62072:0		872	0	19356	42142	48378
3345	6.837	764.61499	Unknown	[M-H2O-H]-	adduct linked to 3999_[M+FA-H]-; similar chromatogram in higher mz_5263; similar chromatogram in higher mz_5722; similar chromatogram in higher mz_5700	0.4	False	null	null	null	null		null	null	null	null	null	18.46	20180104_RG_01L	764.61499:83933 765.61834:143163 766.6217:77112		83933	28479	1337	22475	15800
3346	0.433	764.68573	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.95	20180104_RG_01L	764.68573:18670 765.68908:2386 766.69244:10022		18670	18068	0	0	460
3347	6.347	764.99817	Unknown	[M+FA-H]-	adduct linked to 2617_[M-H2O-H]-	0.4	False	null	null	null	null		null	null	null	null	null	4.44	Blank_01_180105013944	764.99817:66884 766.00152:8763 767.00488:30339		64114	0	44615	48588	66884
3348	6.73	764.99854	Unknown	[M-H]-	adduct linked to 3157_[M-H2O-H]-	0.4	False	null	null	null	null		null	null	null	null	null	5.46	20180104_RG_01L	764.99854:71101 766.00189:28231 767.00525:75982		71101	53894	49405	47521	45371
3349	6.487	764.99927	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.3	20180104_RG_01R	764.99927:69768 766.00262:30931 767.00598:47932		58021	69768	67690	75850	65537
3350	6.631	764.99945	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.98	Blank_01_180104205754	764.99945:77815 766.0028:31693 767.00616:51640		57702	57349	77815	68384	65982
3351	1.998	765.12097	Unknown	[M+FA-H]-	adduct linked to 2618_[M-H2O-H]-	0.4	False	null	null	null	null		null	null	null	null	null	5.61	Blank_01_180104205754	765.12097:67820 766.12432:43876 767.12768:60693		1324	20350	67820	31643	31130
3352	1.128	765.15741	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.1	20180104_RG_01R	765.15741:42713 766.16076:21055 767.16412:32127		411	42713	652	0	0
3353	5.305	765.21002	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	216.09	20180104_RG_01R	765.21002:10805 766.21337:7029 767.21673:29624		0	10805	0	0	0
3354	1.734	765.22083	Unknown	[M-H]-	adduct linked to 3813_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	4.49	20180104_RG_01R	765.22083:46832 766.22418:21138 767.22754:99457		659	46832	717	159	0
3355	0.692	765.22931	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	618.64	20180104_RG_01R	765.22931:30932 766.23266:24841 767.23602:39205		2528	30932	0	0	0
3356	3.18	765.25586	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	271.1	20180104_RG_01R	765.25586:13555 766.25921:10039 767.26257:0		0	13555	228	0	0
3357	2.209	765.28186	Unknown	[M-H2O-H]-	adduct linked to 4004_[M+FA-H]-	0.2	True	null	null	null	null		null	null	null	null	null	178827.41	20180104_RG_01R	765.28186:8944770 766.28521:11059847 767.28857:10130245	85.52706:2152 92.00225:3055 96.99682:1553 98.02438:8989 119.04927:9590 141.00459:1637 152.54993:1870 157.99257:1599 162.05695:17952 164.0482:6223 178.06354:2149 189.19609:1664 192.43378:2169 200.16211:1557 206.04535:6614 220.06212:18113 221.06969:2852 234.07632:3196 236.09361:2064 325.0957:7314 326.10306:13311 340.12027:37018 341.12805:16988 356.14651:17404 383.12473:2466 397.14178:3080 398.12714:2242 413.17487:2139 461.16376:2007 488.13568:1840 503.1651:6448 518.18127:28708 533.22919:133438 534.22168:9017 548.23157:62280 549.23053:2711 575.37897:1761 583.12848:1781 711.29047:17705	719	8944770	0	0	0
3358	2.362	765.29926	Unknown	[M+FA-H]-	adduct linked to 2841_[M-H]-	0.2	False	null	null	null	null		null	null	null	null	null	10.22	20180104_RG_01R	765.29926:52931 766.30261:49031 767.30597:22079		0	52931	0	0	0
3359	0.983	765.31763	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.22	20180104_RG_01R	765.31763:11490 766.32098:0 767.32434:0		0	11490	0	0	0
3360	5.532	765.32928	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	23.37	Blank_01_180104225037	765.32928:40360 766.33263:0 767.33599:14421		0	0	4243	40360	39917
3361	2.562	765.39441	Unknown	[M-H]-	adduct linked to 3815_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	5.42	20180104_RG_01R	765.39441:48954 766.39776:36490 767.40112:17077		0	48954	0	0	0
3362	5.27	765.44653	Unknown	[M+FA-H]-	adduct linked to 2844_[M-H]-	0.2	True	null	null	null	null		null	null	null	null	null	62.65	20180104_RG_01L	765.44653:255030 766.44988:239599 767.45324:68219	61.03293:1243 63.48058:1144 66.3627:1411 77.36465:1355 80.00529:1930 81.87715:1464 92.63755:1439 116.72785:1507 125.19831:1631 132.64561:1733 146.77127:1383 169.23257:1567 192.46419:1752 192.76088:1896 219.44795:1580 220.31706:1513 223.13506:14213 224.32616:1451 277.21616:20514 603.51074:1847	255030	0	0	377	0
3363	6.037	765.51392	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	41.87	Blank_01_180105013944	765.51392:59948 766.51727:30681 767.52063:8348		16180	1765	1622	11101	59948
3364	6.326	765.51501	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	278.12	Blank_01_180105013944	765.51501:418062 766.51836:267178 767.52172:88756	113.02348:1796 137.46227:1875 141.70259:1820 144.90158:1513 149.05931:1645 156.87361:1553 188.08241:1918 255.23253:15564 277.21655:5821 289.56287:1683 496.80121:1938 738.93311:1813 764.6012:5881 765.49927:33549	14579	817	11403	105892	418062
3365	6.168	765.51526	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	98.85	Blank_01_180104225037	765.51526:190871 766.51861:135582 767.52197:26807		11751	43624	2540	190871	0
3366	6.483	765.51544	Unknown	[M-H2O-H]-	adduct linked to 3549_[M-H]-	0.4	True	null	null	null	null		null	null	null	null	null	69.94	Blank_01_180104225037	765.51544:322600 766.51879:240045 767.52215:67440	61.98742:1422 68.10546:1362 68.90959:1293 75.00757:2125 85.02869:2170 113.02355:3465 117.02016:1383 149.06114:2644 166.65587:1760 192.36774:2360 255.23184:11055 261.61191:1599 277.21674:5597 447.88223:1772 765.50507:9762	26927	31816	35181	322600	99931
3367	6.788	765.5166	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	29.34	Blank_01_180104225037	765.5166:69533 766.51995:42714 767.52331:13110		21190	2771	12556	69533	47275
3368	5.476	765.52563	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	44.03	20180104_RG_01L	765.52563:183257 766.52898:80883 767.53234:54242		183257	1286	16447	77750	10704
3369	3.911	765.54181	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	22.11	20180104_RG_01R	765.54181:56480 766.54516:60934 767.54852:10656		0	56480	0	0	222
3370	6.131	765.61401	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	9.02	Blank_01_180105013944	765.61401:49497 766.61736:16607 767.62072:0		0	0	1353	11586	49497
3371	5.898	765.61407	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.56	Blank_01_180105013944	765.61407:29778 766.61742:11736 767.62078:0		0	0	1416	8221	29778
